Label,category,Vocabulary ID,Parent,GrandParent,GreatGrandParent,GreatGreatGrandParent,GreatGreatGreatGrandParent,n
Placental Insufficiency,C,C13.703.590.800,Placenta Diseases,Pregnancy Complications,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,5
"Pleural Effusion, Malignant",C,C08.528.652.700,Pleural Effusion,Pleural Diseases,Respiratory Tract Diseases,NULL,NULL,5
"Pleural Effusion, Malignant",C,C08.528.694.700,Pleural Neoplasms,Pleural Diseases,Respiratory Tract Diseases,NULL,NULL,5
"Pleural Effusion, Malignant",C,C08.785.640.700,Pleural Neoplasms,Respiratory Tract Neoplasms,Respiratory Tract Diseases,NULL,NULL,5
"Pleural Effusion, Malignant",C,C04.588.894.797.640.700,Pleural Neoplasms,Respiratory Tract Neoplasms,Thoracic Neoplasms,Neoplasms by Site,Neoplasms,5
Pressure Ulcer,C,C17.800.893.665,Skin Ulcer,Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,5
Prion Diseases,C,C10.574.843,Neurodegenerative Diseases,Nervous System Diseases,NULL,NULL,NULL,5
Prion Diseases,C,C10.228.228.800,Central Nervous System Infections,Central Nervous System Diseases,Nervous System Diseases,NULL,NULL,5
Prion Diseases,C,C01.207.800,Central Nervous System Infections,Infections,NULL,NULL,NULL,5
Proteus Infections,C,C01.150.252.400.310.708,Enterobacteriaceae Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,5
"Protozoan Infections, Animal",C,C01.610.701.688,"Parasitic Diseases, Animal",Parasitic Diseases,Infections,NULL,NULL,5
"Protozoan Infections, Animal",C,C01.610.752.625,Protozoan Infections,Parasitic Diseases,Infections,NULL,NULL,5
"Protozoan Infections, Animal",C,C22.674.710,"Parasitic Diseases, Animal",Animal Diseases,NULL,NULL,NULL,5
Pseudophakia,C,C23.888.681,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,NULL,NULL,5
Respirovirus Infections,C,C01.925.782.580.600.600,Paramyxoviridae Infections,Mononegavirales Infections,RNA Virus Infections,Virus Diseases,Infections,5
Retinal Neovascularization,C,C11.768.725,Retinal Diseases,Eye Diseases,NULL,NULL,NULL,5
Retinal Neovascularization,C,C23.550.589.500.725,"Neovascularization, Pathologic",Metaplasia,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,5
Rheumatic Diseases,C,C17.300.775,Connective Tissue Diseases,Skin and Connective Tissue Diseases,NULL,NULL,NULL,5
Rheumatic Diseases,C,C05.799,Musculoskeletal Diseases,NULL,NULL,NULL,NULL,5
Rupture,C,C26.761,Wounds and Injuries,NULL,NULL,NULL,NULL,5
"Sarcoidosis, Pulmonary",C,C08.381.483.725,"Lung Diseases, Interstitial",Lung Diseases,Respiratory Tract Diseases,NULL,NULL,5
"Sarcoidosis, Pulmonary",C,C15.604.515.827.725,Sarcoidosis,Lymphoproliferative Disorders,Lymphatic Diseases,Hemic and Lymphatic Diseases,NULL,5
"Skin Diseases, Parasitic",C,C17.800.838.775,"Skin Diseases, Infectious",Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,5
"Skin Diseases, Parasitic",C,C01.610.858,Parasitic Diseases,Infections,NULL,NULL,NULL,5
Spinal Dysraphism,C,C16.131.666.680.800,Neural Tube Defects,Nervous System Malformations,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,5
Spinal Dysraphism,C,C10.500.680.800,Neural Tube Defects,Nervous System Malformations,Nervous System Diseases,NULL,NULL,5
Stevens-Johnson Syndrome,C,C17.800.865.475.683,Erythema Multiforme,"Skin Diseases, Vesiculobullous",Skin Diseases,Skin and Connective Tissue Diseases,NULL,5
Stevens-Johnson Syndrome,C,C17.800.174.600.900,Drug Eruptions,Dermatitis,Skin Diseases,Skin and Connective Tissue Diseases,NULL,5
Stevens-Johnson Syndrome,C,C17.800.229.400.683,Erythema Multiforme,Erythema,Skin Diseases,Skin and Connective Tissue Diseases,NULL,5
Stevens-Johnson Syndrome,C,C20.543.206.380.900,Drug Eruptions,Drug Hypersensitivity,Hypersensitivity,Immune System Diseases,NULL,5
Stevens-Johnson Syndrome,C,C07.465.864.500,Stomatitis,Mouth Diseases,Stomatognathic Diseases,NULL,NULL,5
Stevens-Johnson Syndrome,C,C25.100.468.380.900,Drug Eruptions,Drug Hypersensitivity,Drug-Related Side Effects and Adverse Reactions,Chemically-Induced Disorders,NULL,5
Teratoma,C,C04.557.465.910,"Neoplasms, Germ Cell and Embryonal",Neoplasms by Histologic Type,Neoplasms,NULL,NULL,5
Thoracic Injuries,C,C26.891,Wounds and Injuries,NULL,NULL,NULL,NULL,5
"Thyroiditis, Autoimmune",C,C20.111.809,Autoimmune Diseases,Immune System Diseases,NULL,NULL,NULL,5
"Thyroiditis, Autoimmune",C,C19.874.871.102,Thyroiditis,Thyroid Diseases,Endocrine System Diseases,NULL,NULL,5
Tonsillitis,C,C01.748.561.750,Pharyngitis,Respiratory Tract Infections,Infections,NULL,NULL,5
Tonsillitis,C,C07.550.781.750,Pharyngitis,Pharyngeal Diseases,Stomatognathic Diseases,NULL,NULL,5
Tonsillitis,C,C08.730.561.750,Pharyngitis,Respiratory Tract Infections,Respiratory Tract Diseases,NULL,NULL,5
Tonsillitis,C,C09.775.649.750,Pharyngitis,Pharyngeal Diseases,Otorhinolaryngologic Diseases,NULL,NULL,5
"Toxoplasmosis, Animal",C,C01.610.752.625.817,"Protozoan Infections, Animal",Protozoan Infections,Parasitic Diseases,Infections,NULL,5
"Toxoplasmosis, Animal",C,C01.610.752.250.800.110,Toxoplasmosis,Coccidiosis,Protozoan Infections,Parasitic Diseases,Infections,5
"Toxoplasmosis, Animal",C,C01.610.701.688.817,"Protozoan Infections, Animal","Parasitic Diseases, Animal",Parasitic Diseases,Infections,NULL,5
"Toxoplasmosis, Animal",C,C22.674.710.817,"Protozoan Infections, Animal","Parasitic Diseases, Animal",Animal Diseases,NULL,NULL,5
Treponemal Infections,C,C01.150.252.400.794.840,Spirochaetales Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,5
Treponemal Infections,C,C01.150.252.400.840,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,NULL,5
Triple Negative Breast Neoplasms,C,C04.588.180.788,Breast Neoplasms,Neoplasms by Site,Neoplasms,NULL,NULL,5
Triple Negative Breast Neoplasms,C,C17.800.090.500.788,Breast Neoplasms,Breast Diseases,Skin Diseases,Skin and Connective Tissue Diseases,NULL,5
"Trypanosomiasis, Bovine",C,C22.674.710.896,"Protozoan Infections, Animal","Parasitic Diseases, Animal",Animal Diseases,NULL,NULL,5
"Trypanosomiasis, Bovine",C,C22.196.888,Cattle Diseases,Animal Diseases,NULL,NULL,NULL,5
"Trypanosomiasis, Bovine",C,C01.610.701.688.896,"Protozoan Infections, Animal","Parasitic Diseases, Animal",Parasitic Diseases,Infections,NULL,5
"Trypanosomiasis, Bovine",C,C01.610.752.625.896,"Protozoan Infections, Animal",Protozoan Infections,Parasitic Diseases,Infections,NULL,5
"Trypanosomiasis, Bovine",C,C01.610.752.300.900.802,Trypanosomiasis,Euglenozoa Infections,Protozoan Infections,Parasitic Diseases,Infections,5
Urinary Retention,C,C12.777.934.880,Urination Disorders,Urologic Diseases,Male Urogenital Diseases,NULL,NULL,5
Urinary Retention,C,C13.351.968.934.880,Urination Disorders,Urologic Diseases,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,5
Uterine Cervicitis,C,C13.351.500.852.593.150,Uterine Cervical Diseases,Uterine Diseases,"Genital Diseases, Female",Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,5
Uterine Rupture,C,C13.351.500.852.904,Uterine Diseases,"Genital Diseases, Female",Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,5
Uterine Rupture,C,C13.703.420.904,Obstetric Labor Complications,Pregnancy Complications,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,5
Uterine Rupture,C,C26.761.853,Rupture,Wounds and Injuries,NULL,NULL,NULL,5
Vaccinia,C,C01.925.256.743.929,Poxviridae Infections,DNA Virus Infections,Virus Diseases,Infections,NULL,5
Vaginal Diseases,C,C13.351.500.894,"Genital Diseases, Female",Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,5
Vesicovaginal Fistula,C,C13.351.500.894.767.500,Vaginal Fistula,Vaginal Diseases,"Genital Diseases, Female",Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,5
Vesicovaginal Fistula,C,C13.351.875.881.312.733,Urinary Bladder Fistula,Urinary Fistula,Urogenital Abnormalities,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,5
Vesicovaginal Fistula,C,C13.351.968.829.548.733,Urinary Bladder Fistula,Urinary Bladder Diseases,Urologic Diseases,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,5
Vesicovaginal Fistula,C,C23.300.575.825.250.775,Urinary Bladder Fistula,Urinary Fistula,Fistula,"Pathological Conditions, Anatomical","Pathological Conditions, Signs and Symptoms",5
Vesicovaginal Fistula,C,C23.300.575.925.816,Vaginal Fistula,Fistula,"Pathological Conditions, Anatomical","Pathological Conditions, Signs and Symptoms",NULL,5
Water-Electrolyte Imbalance,C,C18.452.950,Metabolic Diseases,Nutritional and Metabolic Diseases,NULL,NULL,NULL,5
Acute Pain,C,C23.888.592.612.081,Pain,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,4
"Adenovirus Infections, Human",C,C01.925.256.076.045,Adenoviridae Infections,DNA Virus Infections,Virus Diseases,Infections,NULL,4
AIDS-Associated Nephropathy,C,C01.778.640.400.072,HIV Infections,"Sexually Transmitted Diseases, Viral",Sexually Transmitted Diseases,Infections,NULL,4
AIDS-Associated Nephropathy,C,C01.925.813.400.072,HIV Infections,"Sexually Transmitted Diseases, Viral",Virus Diseases,Infections,NULL,4
AIDS-Associated Nephropathy,C,C01.925.782.815.616.400.050,HIV Infections,Lentivirus Infections,Retroviridae Infections,RNA Virus Infections,Virus Diseases,4
AIDS-Associated Nephropathy,C,C01.221.250.875.050,HIV Infections,Blood-Borne Infections,Communicable Diseases,Infections,NULL,4
AIDS-Associated Nephropathy,C,C01.221.812.640.400.072,HIV Infections,"Sexually Transmitted Diseases, Viral",Sexually Transmitted Diseases,Communicable Diseases,Infections,4
AIDS-Associated Nephropathy,C,C20.673.480.050,HIV Infections,Immunologic Deficiency Syndromes,Immune System Diseases,NULL,NULL,4
AIDS-Associated Nephropathy,C,C13.351.968.419.050,Kidney Diseases,Urologic Diseases,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,4
AIDS-Associated Nephropathy,C,C12.777.419.050,Kidney Diseases,Urologic Diseases,Male Urogenital Diseases,NULL,NULL,4
Alcohol-Induced Disorders,C,C25.775.100.087,Alcohol-Related Disorders,Substance-Related Disorders,Chemically-Induced Disorders,NULL,NULL,4
Anastomotic Leak,C,C23.550.767.071,Postoperative Complications,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,4
"Anemia, Pernicious",C,C15.378.071.252.196.500,"Anemia, Megaloblastic","Anemia, Macrocytic",Anemia,Hematologic Diseases,Hemic and Lymphatic Diseases,4
"Anemia, Pernicious",C,C18.654.521.500.133.699.923.280,Vitamin B 12 Deficiency,Vitamin B Deficiency,Avitaminosis,Deficiency Diseases,Malnutrition,4
"Aortic Aneurysm, Thoracic",C,C14.907.109.139.125,Aortic Aneurysm,Aortic Diseases,Vascular Diseases,Cardiovascular Diseases,NULL,4
"Aortic Aneurysm, Thoracic",C,C14.907.055.239.125,Aortic Aneurysm,Aneurysm,Vascular Diseases,Cardiovascular Diseases,NULL,4
Aortic Valve Insufficiency,C,C14.280.484.048.500,Aortic Valve Disease,Heart Valve Diseases,Heart Diseases,Cardiovascular Diseases,NULL,4
Aphasia,C,C10.597.606.150.500.800.100,Speech Disorders,Language Disorders,Communication Disorders,Neurobehavioral Manifestations,Neurologic Manifestations,4
Aphasia,C,C23.888.592.604.150.500.800.100,Speech Disorders,Language Disorders,Communication Disorders,Neurobehavioral Manifestations,Neurologic Manifestations,4
"Arthritis, Reactive",C,C01.100.500,"Arthritis, Infectious",Infections,NULL,NULL,NULL,4
"Arthritis, Reactive",C,C05.550.114.865.800.637,Spondylarthropathies,Spondylarthritis,Arthritis,Joint Diseases,Musculoskeletal Diseases,4
"Arthritis, Reactive",C,C05.550.114.099.500,"Arthritis, Infectious",Arthritis,Joint Diseases,Musculoskeletal Diseases,NULL,4
"Arthritis, Reactive",C,C05.116.900.853.625.800.637,Spondylarthropathies,Spondylarthritis,Spondylitis,Spinal Diseases,Bone Diseases,4
Astrocytoma,C,C04.557.465.625.600.380.080,Glioma,"Neoplasms, Neuroepithelial",Neuroectodermal Tumors,"Neoplasms, Germ Cell and Embryonal",Neoplasms by Histologic Type,4
Astrocytoma,C,C04.557.580.625.600.380.080,Glioma,"Neoplasms, Neuroepithelial",Neuroectodermal Tumors,"Neoplasms, Nerve Tissue",Neoplasms by Histologic Type,4
Astrocytoma,C,C04.557.470.670.380.080,Glioma,"Neoplasms, Neuroepithelial","Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,Neoplasms,4
Bell Palsy,C,C01.925.256.466.087,Herpesviridae Infections,DNA Virus Infections,Virus Diseases,Infections,NULL,4
Bell Palsy,C,C07.465.094,Mouth Diseases,Stomatognathic Diseases,NULL,NULL,NULL,4
Bell Palsy,C,C07.465.299.250,Facial Nerve Diseases,Mouth Diseases,Stomatognathic Diseases,NULL,NULL,4
Bell Palsy,C,C10.292.319.250,Facial Nerve Diseases,Cranial Nerve Diseases,Nervous System Diseases,NULL,NULL,4
Biliary Tract Neoplasms,C,C06.301.120,Digestive System Neoplasms,Digestive System Diseases,NULL,NULL,NULL,4
Biliary Tract Neoplasms,C,C06.130.320,Biliary Tract Diseases,Digestive System Diseases,NULL,NULL,NULL,4
Biliary Tract Neoplasms,C,C04.588.274.120,Digestive System Neoplasms,Neoplasms by Site,Neoplasms,NULL,NULL,4
Bone Diseases,C,C05.116,Musculoskeletal Diseases,NULL,NULL,NULL,NULL,4
Bovine Virus Diarrhea-Mucosal Disease,C,C01.925.782.350.675.106,Pestivirus Infections,Flaviviridae Infections,RNA Virus Infections,Virus Diseases,Infections,4
Bovine Virus Diarrhea-Mucosal Disease,C,C22.196.106,Cattle Diseases,Animal Diseases,NULL,NULL,NULL,4
Candidemia,C,C01.150.703.492.500.500,"Candidiasis, Invasive",Invasive Fungal Infections,Mycoses,Bacterial Infections and Mycoses,Infections,4
Candidemia,C,C01.150.703.160.175.500,"Candidiasis, Invasive",Candidiasis,Mycoses,Bacterial Infections and Mycoses,Infections,4
Candidemia,C,C01.757.360.150,Fungemia,Sepsis,Infections,NULL,NULL,4
Candidemia,C,C23.550.470.790.500.360.150,Fungemia,Sepsis,Systemic Inflammatory Response Syndrome,Inflammation,Pathologic Processes,4
"Candidiasis, Invasive",C,C01.150.703.160.175,Candidiasis,Mycoses,Bacterial Infections and Mycoses,Infections,NULL,4
"Candidiasis, Invasive",C,C01.150.703.492.500,Invasive Fungal Infections,Mycoses,Bacterial Infections and Mycoses,Infections,NULL,4
"Candidiasis, Oral",C,C01.150.703.160.180,Candidiasis,Mycoses,Bacterial Infections and Mycoses,Infections,NULL,4
"Candidiasis, Oral",C,C07.465.130,Mouth Diseases,Stomatognathic Diseases,NULL,NULL,NULL,4
Chancre,C,C01.150.252.400.840.500.500,Syphilis,Treponemal Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,4
Chancre,C,C01.150.252.400.794.840.500.500,Syphilis,Treponemal Infections,Spirochaetales Infections,Gram-Negative Bacterial Infections,Bacterial Infections,4
Chlamydophila Infections,C,C01.150.252.400.210.250,Chlamydiaceae Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,4
"Cholestasis, Intrahepatic",C,C06.552.150,Liver Diseases,Digestive System Diseases,NULL,NULL,NULL,4
"Cholestasis, Intrahepatic",C,C06.130.120.135.250,Cholestasis,Bile Duct Diseases,Biliary Tract Diseases,Digestive System Diseases,NULL,4
Chorioretinitis,C,C11.768.773.348,Retinitis,Retinal Diseases,Eye Diseases,NULL,NULL,4
Chorioretinitis,C,C11.941.160.478.400,Choroiditis,Choroid Diseases,Uveal Diseases,Eye Diseases,NULL,4
Chorioretinitis,C,C11.941.879.780.900.300.318,Choroiditis,"Uveitis, Posterior",Panuveitis,Uveitis,Uveal Diseases,4
Chromosomal Instability,C,C23.550.210.110,Chromosome Aberrations,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,4
Chromosomal Instability,C,C23.550.362.180,Genomic Instability,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,4
Colonic Polyps,C,C23.300.825.411.235,Intestinal Polyps,Polyps,"Pathological Conditions, Anatomical","Pathological Conditions, Signs and Symptoms",NULL,4
Conjunctival Diseases,C,C11.187,Eye Diseases,NULL,NULL,NULL,NULL,4
"Constriction, Pathologic",C,C23.300.287,"Pathological Conditions, Anatomical","Pathological Conditions, Signs and Symptoms",NULL,NULL,NULL,4
Cranial Nerve Diseases,C,C10.292,Nervous System Diseases,NULL,NULL,NULL,NULL,4
Cyanosis,C,C23.888.248,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,NULL,NULL,4
Dental Plaque,C,C07.793.208.377,Dental Deposits,Tooth Diseases,Stomatognathic Diseases,NULL,NULL,4
Disorders of Excessive Somnolence,C,C10.886.425.800.200,"Sleep Disorders, Intrinsic",Dyssomnias,Sleep Wake Disorders,Nervous System Diseases,NULL,4
Distemper,C,C22.268.265,Dog Diseases,Animal Diseases,NULL,NULL,NULL,4
Distemper,C,C01.925.782.580.600.500.285,Morbillivirus Infections,Paramyxoviridae Infections,Mononegavirales Infections,RNA Virus Infections,Virus Diseases,4
Dystocia,C,C13.703.420.288,Obstetric Labor Complications,Pregnancy Complications,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,4
Endocrine Gland Neoplasms,C,C19.344,Endocrine System Diseases,NULL,NULL,NULL,NULL,4
Endocrine Gland Neoplasms,C,C04.588.322,Neoplasms by Site,Neoplasms,NULL,NULL,NULL,4
"Enterocolitis, Necrotizing",C,C06.405.205.596.700,Enterocolitis,Gastroenteritis,Gastrointestinal Diseases,Digestive System Diseases,NULL,4
"Enterocolitis, Necrotizing",C,C06.405.469.363.700,Enterocolitis,Intestinal Diseases,Gastrointestinal Diseases,Digestive System Diseases,NULL,4
Epididymitis,C,C12.294.199,"Genital Diseases, Male",Male Urogenital Diseases,NULL,NULL,NULL,4
Erythema Infectiosum,C,C17.800.229.335,Erythema,Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,4
Erythema Infectiosum,C,C17.800.838.790.260,"Skin Diseases, Viral","Skin Diseases, Infectious",Skin Diseases,Skin and Connective Tissue Diseases,NULL,4
Erythema Infectiosum,C,C01.925.825.260,"Skin Diseases, Viral",Virus Diseases,Infections,NULL,NULL,4
Erythema Infectiosum,C,C01.925.256.700.300,Parvoviridae Infections,DNA Virus Infections,Virus Diseases,Infections,NULL,4
Exfoliation Syndrome,C,C11.941.375.285,Iris Diseases,Uveal Diseases,Eye Diseases,NULL,NULL,4
Eye Infections,C,C11.294,Eye Diseases,NULL,NULL,NULL,NULL,4
Eye Infections,C,C01.375,Infections,NULL,NULL,NULL,NULL,4
"Eye Infections, Parasitic",C,C01.610.300,Parasitic Diseases,Infections,NULL,NULL,NULL,4
"Eye Infections, Parasitic",C,C11.294.725,Eye Infections,Eye Diseases,NULL,NULL,NULL,4
"Fasciitis, Necrotizing",C,C05.321.550,Fasciitis,Musculoskeletal Diseases,NULL,NULL,NULL,4
Fetal Alcohol Spectrum Disorders,C,C13.703.277.220,Fetal Diseases,Pregnancy Complications,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,4
Fetal Alcohol Spectrum Disorders,C,C16.300.070,Fetal Diseases,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,NULL,4
Fetal Alcohol Spectrum Disorders,C,C25.775.100.087.323,Alcohol-Induced Disorders,Alcohol-Related Disorders,Substance-Related Disorders,Chemically-Induced Disorders,NULL,4
Fetal Distress,C,C23.888.380,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,NULL,NULL,4
Fibromyalgia,C,C10.668.491.425,Muscular Diseases,Neuromuscular Diseases,Nervous System Diseases,NULL,NULL,4
Fibromyalgia,C,C05.651.324,Muscular Diseases,Musculoskeletal Diseases,NULL,NULL,NULL,4
Fibromyalgia,C,C05.799.321,Rheumatic Diseases,Musculoskeletal Diseases,NULL,NULL,NULL,4
Foot Diseases,C,C05.360,Musculoskeletal Diseases,NULL,NULL,NULL,NULL,4
