Label,category,Vocabulary ID,Parent,GrandParent,n
Aurora Kinases,D,D08.811.913.696.620.682.700.103,Protein-Serine-Threonine Kinases,Protein Kinases,3
Authoritarianism,F,F01.752.098,Personality,Behavior and Behavior Mechanisms,3
Autophagy-Related Proteins,D,D12.776.094,Proteins,"Amino Acids, Peptides, and Proteins",3
Awards and Prizes,K,K01.150,Humanities,NULL,3
Azabicyclo Compounds,D,D03.605.084.500,"Bridged Bicyclo Compounds, Heterocyclic","Heterocyclic Compounds, Bridged-Ring",3
Azabicyclo Compounds,D,D02.145.074,Aza Compounds,Organic Chemicals,3
Azetidines,D,D03.383.082.301,Azetines,"Heterocyclic Compounds, 1-Ring",3
Azoles,D,D03.383.129,"Heterocyclic Compounds, 1-Ring",Heterocyclic Compounds,3
Bacillus anthracis,B,B03.300.390.400.158.218.151,Bacillus,Bacillaceae,3
Bacillus anthracis,B,B03.353.500.100.218.151,Bacillus,Bacillaceae,3
Bacillus anthracis,B,B03.510.100.100.218.151,Bacillus,Bacillaceae,3
Bacillus anthracis,B,B03.510.460.410.158.218.151,Bacillus,Bacillaceae,3
Bacillus anthracis,B,B03.510.415.400.158.218.151,Bacillus,Bacillaceae,3
"Bacteria, Anaerobic",B,B03.130,Bacteria,NULL,3
Bacteriophage lambda,B,B04.123.150.800.230,Siphoviridae,Caudovirales,3
Bacteriophage lambda,B,B04.123.205.230,Coliphages,Bacteriophages,3
Bacteriophage lambda,B,B04.280.090.800.230,Siphoviridae,Caudovirales,3
Barbiturates,D,D03.383.742.698.253,Pyrimidinones,Pyrimidines,3
Bartonella bacilliformis,B,B03.660.050.030.040.080,Bartonella,Bartonellaceae,3
Bartonella bacilliformis,B,B03.440.090.100.080,Bartonella,Bartonellaceae,3
Bartonella Infections,C,C01.150.252.400.126.100,Bartonellaceae Infections,Gram-Negative Bacterial Infections,3
Base Pairing,G,G02.111.611.500,Nucleic Acid Hybridization,Biochemical Phenomena,3
Base Pairing,G,G02.111.570.820.486.100,Nucleic Acid Conformation,Molecular Conformation,3
Base Pairing,G,G05.360.580.100,Nucleic Acid Conformation,Genetic Structures,3
Bathroom Equipment,E,E07.108,Equipment and Supplies,NULL,3
Beauveria,B,B01.300.381.103,Mitosporic Fungi,Fungi,3
Beauveria,B,B01.300.107.501.100,Hypocreales,Ascomycota,3
Beclomethasone,D,D04.210.500.883.154,"Steroids, Chlorinated",Steroids,3
Beclomethasone,D,D04.210.500.745.432.769.125,Pregnadienetriols,Pregnadienes,3
Behavioral Symptoms,F,F01.145.126,Behavior,Behavior and Behavior Mechanisms,3
Belize,Z,Z01.107.169.133,Central America,Americas,3
Benzenesulfonates,D,D02.886.645.600.080.050.100,Arylsulfonates,Arylsulfonic Acids,3
Benzenesulfonates,D,D02.455.426.559.389.097,Benzene Derivatives,"Hydrocarbons, Aromatic",3
Benzodioxoles,D,D03.633.100.115,"Heterocyclic Compounds, 2-Ring","Heterocyclic Compounds, Fused-Ring",3
Benzodioxoles,D,D03.383.246.118,Dioxoles,"Heterocyclic Compounds, 1-Ring",3
Benzofurans,D,D03.633.100.127,"Heterocyclic Compounds, 2-Ring","Heterocyclic Compounds, Fused-Ring",3
Benzoquinones,D,D02.806.250,Quinones,Organic Chemicals,3
beta-Cyclodextrins,D,D04.345.103.333,Cyclodextrins,Macrocyclic Compounds,3
beta-Cyclodextrins,D,D09.301.915.400.375.333,Cyclodextrins,Dextrins,3
beta-Cyclodextrins,D,D09.698.365.855.400.375.333,Cyclodextrins,Dextrins,3
Betaproteobacteria,B,B03.660.075,Proteobacteria,Bacteria,3
Biological Clocks,G,G07.180.562.094,Periodicity,Chronobiology Phenomena,3
Biological Science Disciplines,H,H01.158,Natural Science Disciplines,NULL,3
Biological Therapy,E,E02.095,Therapeutics,NULL,3
Blood Component Transfusion,E,E02.095.135.140,Blood Transfusion,Biological Therapy,3
"Blood Transfusion, Autologous",E,E02.095.135.164,Blood Transfusion,Biological Therapy,3
Blood Urea Nitrogen,E,E01.370.390.400.100,Kidney Function Tests,"Diagnostic Techniques, Urological",3
Blood Urea Nitrogen,E,E01.370.225.124.100.115,Blood Chemical Analysis,Clinical Chemistry Tests,3
Blood Urea Nitrogen,E,E05.200.124.100.115,Blood Chemical Analysis,Clinical Chemistry Tests,3
Blood Vessel Prosthesis,E,E07.695.110,Prostheses and Implants,Equipment and Supplies,3
Body Piercing,E,E04.085.090,"Body Modification, Non-Therapeutic","Surgical Procedures, Operative",3
Body Piercing,E,E02.218.085.090,"Body Modification, Non-Therapeutic",Cosmetic Techniques,3
Body Surface Area,E,E01.370.600.115.100.231,Body Weights and Measures,Body Constitution,3
Body Surface Area,E,E05.041.124.231,Body Weights and Measures,Anthropometry,3
Body Surface Area,G,G07.100.100.231,Body Weights and Measures,Body Constitution,3
Borderline Personality Disorder,F,F03.675.100,Personality Disorders,Mental Disorders,3
Bordetella,B,B03.660.075.090.344.425,Alcaligenaceae,Burkholderiales,3
Bordetella,B,B03.440.400.425.115.425,Alcaligenaceae,Gram-Negative Aerobic Rods and Cocci,3
Brain Infarction,C,C23.550.513.355.250,Infarction,Ischemia,3
Brain Infarction,C,C23.550.717.489.250,Infarction,Necrosis,3
Brain Infarction,C,C14.907.253.092.477,Brain Ischemia,Cerebrovascular Disorders,3
Brain Infarction,C,C14.907.253.855.200,Stroke,Cerebrovascular Disorders,3
Brain Infarction,C,C10.228.140.300.150.477,Brain Ischemia,Cerebrovascular Disorders,3
Brain Infarction,C,C10.228.140.300.775.200,Stroke,Cerebrovascular Disorders,3
Brassica,B,B01.650.940.800.575.912.250.157.200,Brassicaceae,Magnoliopsida,3
Breast Implants,E,E07.695.140,Prostheses and Implants,Equipment and Supplies,3
Breech Presentation,G,G08.686.520.150,Labor Presentation,Reproductive Physiological Phenomena,3
Breech Presentation,G,G08.686.784.769.326.520.150,Labor Presentation,"Labor, Obstetric",3
Breech Presentation,C,C13.703.420.183,Obstetric Labor Complications,Pregnancy Complications,3
Buffers,D,D27.720.470.280,Laboratory Chemicals,Specialty Uses of Chemicals,3
Bunyaviridae Infections,C,C01.925.782.147,RNA Virus Infections,Virus Diseases,3
Burial,I,I01.076.201.450.550.150,Funeral Rites,Culture,3
Burkholderia cenocepacia,B,B03.660.075.090.688.100.110.490,Burkholderia cepacia complex,Burkholderia,3
"Burns, Chemical",C,C26.200.156,Burns,Wounds and Injuries,3
Butadienes,D,D02.455.326.271.665.146.240,Alkadienes,Polyenes,3
Butanols,D,D02.033.415.110,Fatty Alcohols,Alcohols,3
Butanols,D,D10.289.110,Fatty Alcohols,Lipids,3
Calcimycin,D,D03.633.100.221.173,Benzoxazoles,"Heterocyclic Compounds, 2-Ring",3
Calcium Channels,D,D12.776.157.530.400.150,Ion Channels,Membrane Transport Proteins,3
Calcium Channels,D,D12.776.543.585.400.150,Ion Channels,Membrane Transport Proteins,3
Calcium Channels,D,D12.776.543.550.450.150,Ion Channels,Membrane Glycoproteins,3
"Calcium Channels, L-Type",D,D12.776.543.550.450.150.400,Calcium Channels,Ion Channels,3
"Calcium Channels, L-Type",D,D12.776.543.585.400.150.400,Calcium Channels,Ion Channels,3
"Calcium Channels, L-Type",D,D12.776.157.530.400.150.400,Calcium Channels,Ion Channels,3
Calmodulin,D,D12.776.157.125.412.249,Intracellular Calcium-Sensing Proteins,Calcium-Binding Proteins,3
Calmodulin,D,D12.644.360.372.249,Intracellular Calcium-Sensing Proteins,Intracellular Signaling Peptides and Proteins,3
Calmodulin,D,D12.776.476.387.249,Intracellular Calcium-Sensing Proteins,Intracellular Signaling Peptides and Proteins,3
Cannabidiol,D,D02.455.849.090.100,Cannabinoids,Terpenes,3
Cannula,E,E07.132.125,Catheters,Equipment and Supplies,3
Capitalism,I,I01.261.100,Economics,Social Sciences,3
Capitalism,I,I01.696.100,Political Systems,Social Sciences,3
Carbonates,D,D01.045.125,Alkalies,Inorganic Chemicals,3
Carbonates,D,D01.248.497.158.165,Anions,Ions,3
Carbonates,D,D01.200.275.150,Carbonic Acid,"Carbon Compounds, Inorganic",3
Carboxylic Ester Hydrolases,D,D08.811.277.352.100,Esterases,Hydrolases,3
Carcinoid Tumor,C,C04.557.470.200.025.200,Adenocarcinoma,Carcinoma,3
Carcinoid Tumor,C,C04.557.465.625.650.200,Neuroendocrine Tumors,Neuroectodermal Tumors,3
Carcinoid Tumor,C,C04.557.580.625.650.200,Neuroendocrine Tumors,Neuroectodermal Tumors,3
"Carcinoma, Pancreatic Ductal",C,C04.588.274.761.750,Pancreatic Neoplasms,Digestive System Neoplasms,3
"Carcinoma, Pancreatic Ductal",C,C04.557.470.615.132.750,"Carcinoma, Ductal","Neoplasms, Ductal, Lobular, and Medullary",3
"Carcinoma, Pancreatic Ductal",C,C04.557.470.200.025.232.750,"Carcinoma, Ductal",Adenocarcinoma,3
"Carcinoma, Pancreatic Ductal",C,C06.301.761.750,Pancreatic Neoplasms,Digestive System Neoplasms,3
"Carcinoma, Pancreatic Ductal",C,C06.689.667.625,Pancreatic Neoplasms,Pancreatic Diseases,3
"Carcinoma, Pancreatic Ductal",C,C04.588.322.475.750,Pancreatic Neoplasms,Endocrine Gland Neoplasms,3
"Carcinoma, Pancreatic Ductal",C,C19.344.421.750,Pancreatic Neoplasms,Endocrine Gland Neoplasms,3
"Carcinoma, Transitional Cell",C,C04.557.470.200.430,Carcinoma,"Neoplasms, Glandular and Epithelial",3
Cardiac Imaging Techniques,E,E01.370.350.130,Diagnostic Imaging,Diagnostic Techniques and Procedures,3
Cardiotoxicity,C,C23.550.161,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",3
Cardiotoxicity,C,C26.733.266,Radiation Injuries,Wounds and Injuries,3
Cardiotoxicity,C,C25.100.389,Drug-Related Side Effects and Adverse Reactions,Chemically-Induced Disorders,3
Cardiotoxicity,C,C14.280.260,Heart Diseases,Cardiovascular Diseases,3
Cardiotoxicity,G,G01.750.748.500.266,Radiation Injuries,Radiation Exposure,3
Carmustine,D,D02.065.950.594.247,Nitrosourea Compounds,Urea,3
Carmustine,D,D02.654.692.247,Nitrosourea Compounds,Nitroso Compounds,3
Carnitine O-Palmitoyltransferase,D,D08.811.913.050.350.200,Carnitine Acyltransferases,Acyltransferases,3
Carnivora,B,B01.050.150.900.649.313.750,Eutheria,Mammals,3
"Carotid Artery, Internal",A,A07.015.114.186.200.230,"Carotid Artery, Common",Carotid Arteries,3
Carpal Tunnel Syndrome,C,C26.844.150.206,Cumulative Trauma Disorders,Sprains and Strains,3
Carpal Tunnel Syndrome,C,C10.668.829.500.500.200,Median Neuropathy,Mononeuropathies,3
Carpal Tunnel Syndrome,C,C10.668.829.550.200,Nerve Compression Syndromes,Peripheral Nervous System Diseases,3
Carps,B,B01.050.150.900.493.200.244.248,Cyprinidae,Cypriniformes,3
Caseins,D,D12.776.256.159.750.207,Milk Proteins,"Animal Proteins, Dietary",3
Caseins,D,D12.776.744.150,Phosphoproteins,Proteins,3
Catechin,D,D03.633.100.150.240.190,Chromans,Benzopyrans,3
Catechin,D,D03.633.100.150.266.450.206,Flavonoids,Chromones,3
Catechin,D,D03.383.663.283.240.190,Chromans,Benzopyrans,3
Catechin,D,D03.383.663.283.266.450.206,Flavonoids,Chromones,3
Cathepsin H,D,D08.811.277.656.262.500.153,Cysteine Endopeptidases,Cysteine Proteases,3
Cathepsin H,D,D08.811.277.656.224.400,Cathepsins,Peptide Hydrolases,3
Cathepsin H,D,D08.811.277.656.300.200.153,Cysteine Endopeptidases,Endopeptidases,3
Cathepsin H,D,D23.050.705.552.600.300,Minor Histocompatibility Antigens,Histocompatibility Antigens,3
Cathepsin H,D,D23.050.301.500.600.300,Minor Histocompatibility Antigens,Histocompatibility Antigens,3
"Catheterization, Peripheral",E,E02.148.224,Catheterization,Therapeutics,3
"Catheterization, Peripheral",E,E05.157.375,Catheterization,Investigative Techniques,3
"Catheterization, Peripheral",E,E04.100.814.529.937,Endovascular Procedures,Vascular Surgical Procedures,3
"Catheterization, Peripheral",E,E04.502.382.937,Endovascular Procedures,Minimally Invasive Surgical Procedures,3
Cations,D,D01.248.497.300,Ions,Electrolytes,3
CD11b Antigen,D,D23.050.301.350.074.049,CD11 Antigens,Cell Adhesion Molecules,3
CD11b Antigen,D,D12.776.543.550.200.093.750,CD11 Antigens,Cell Adhesion Molecules,3
CD11b Antigen,D,D12.776.543.750.705.833.062,"Receptors, Complement","Receptors, Immunologic",3
CD11b Antigen,D,D12.776.543.750.705.408.100.150,Integrin alpha Chains,Integrins,3
CD11b Antigen,D,D12.776.395.550.200.074.750,CD11 Antigens,Cell Adhesion Molecules,3
CD57 Antigens,D,D23.050.301.264.894.157,"Antigens, Differentiation, T-Lymphocyte","Antigens, Differentiation",3
CD57 Antigens,D,D23.101.100.894.157,"Antigens, Differentiation, T-Lymphocyte","Antigens, Differentiation",3
CDC2 Protein Kinase,D,D12.776.744.360,Phosphoproteins,Proteins,3
CDC2 Protein Kinase,D,D12.776.476.250.067.249,CDC2-CDC28 Kinases,Cyclin-Dependent Kinases,3
CDC2 Protein Kinase,D,D12.776.476.250.580.500,Maturation-Promoting Factor,Cyclin-Dependent Kinases,3
CDC2 Protein Kinase,D,D12.776.167.200.067.249,CDC2-CDC28 Kinases,Cyclin-Dependent Kinases,3
CDC2 Protein Kinase,D,D12.776.167.200.580.500,Maturation-Promoting Factor,Cyclin-Dependent Kinases,3
CDC2 Protein Kinase,D,D12.644.360.250.580.500,Maturation-Promoting Factor,Cyclin-Dependent Kinases,3
CDC2 Protein Kinase,D,D12.644.360.250.067.249,CDC2-CDC28 Kinases,Cyclin-Dependent Kinases,3
CDC2 Protein Kinase,D,D08.811.913.696.620.682.700.646.500.500.250,CDC2-CDC28 Kinases,Cyclin-Dependent Kinases,3
CDC2 Protein Kinase,D,D08.811.913.696.620.682.700.646.500.984.500,Maturation-Promoting Factor,Cyclin-Dependent Kinases,3
cdc42 GTP-Binding Protein,D,D12.644.360.525.700.050,rho GTP-Binding Proteins,Monomeric GTP-Binding Proteins,3
cdc42 GTP-Binding Protein,D,D12.776.157.325.515.700.050,rho GTP-Binding Proteins,Monomeric GTP-Binding Proteins,3
cdc42 GTP-Binding Protein,D,D08.811.277.040.330.300.400.700.050,rho GTP-Binding Proteins,Monomeric GTP-Binding Proteins,3
cdc42 GTP-Binding Protein,D,D12.776.476.525.700.050,rho GTP-Binding Proteins,Monomeric GTP-Binding Proteins,3
CD-ROM,J,J01.897.280.500.898.800.250.200,Compact Disks,Videodisc Recording,3
CD-ROM,L,L01.280.960.800.250.200,Compact Disks,Videodisc Recording,3
CD-ROM,L,L01.224.230.260.115.475.600.325.750,Compact Disks,Optical Storage Devices,3
CD-ROM,L,L01.178.590.875.800.250.200,Compact Disks,Videodisc Recording,3
CD-ROM,L,L01.178.820.090.668.800.250.200,Compact Disks,Videodisc Recording,3
CD-ROM,L,L01.178.820.090.898.800.250.200,Compact Disks,Videodisc Recording,3
CD-ROM,J,J01.897.280.500.668.800.250.200,Compact Disks,Videodisc Recording,3
Cefuroxime,D,D03.633.100.300.249.188,Cephalosporins,beta-Lactams,3
Cefuroxime,D,D02.886.665.074.188,Cephalosporins,Thiazines,3
Cefuroxime,D,D02.065.589.099.249.188,Cephalosporins,beta-Lactams,3
Cell Cycle Checkpoints,G,G04.144.109,Cell Cycle,Cell Physiological Phenomena,3
Cell Migration Inhibition,G,G04.198.337,Cell Movement,Cell Physiological Phenomena,3
Cell Tracking,E,E05.200.500.373,Cytological Techniques,Clinical Laboratory Techniques,3
Cell Tracking,E,E05.242.373,Cytological Techniques,Investigative Techniques,3
Cell Tracking,E,E01.370.350.557.500,Molecular Imaging,Diagnostic Imaging,3
Cell Tracking,E,E01.370.225.500.373,Cytological Techniques,Clinical Laboratory Techniques,3
"Cell Transformation, Neoplastic",C,C23.550.727.098.500,Carcinogenesis,Neoplastic Processes,3
"Cell Transformation, Neoplastic",C,C04.697.098.500,Carcinogenesis,Neoplastic Processes,3
Cellulitis,C,C01.830.200,Suppuration,Infections,3
Cellulitis,C,C01.800.130,"Skin Diseases, Infectious",Infections,3
Cellulitis,C,C23.550.470.756.200,Suppuration,Inflammation,3
Cellulitis,C,C17.300.185,Connective Tissue Diseases,Skin and Connective Tissue Diseases,3
Central Nervous System Agents,D,D27.505.954.427,Therapeutic Uses,Pharmacologic Actions,3
Central Nervous System Viral Diseases,C,C10.228.228.245,Central Nervous System Infections,Central Nervous System Diseases,3
Central Nervous System Viral Diseases,C,C01.207.245,Central Nervous System Infections,Infections,3
Central Nervous System Viral Diseases,C,C01.925.182,Virus Diseases,Infections,3
Cerebellar Cortex,A,A08.186.211.132.810.428.200.212,Cerebellum,Metencephalon,3
Cerebral Amyloid Angiopathy,C,C10.228.140.300.510.200.200,Cerebral Arterial Diseases,Intracranial Arterial Diseases,3
Cerebral Amyloid Angiopathy,C,C14.907.253.560.200.200,Cerebral Arterial Diseases,Intracranial Arterial Diseases,3
Cerebral Amyloid Angiopathy,C,C18.452.845.500.100,Amyloidosis,Proteostasis Deficiencies,3
Cerebral Small Vessel Diseases,C,C14.907.253.329,Cerebrovascular Disorders,Vascular Diseases,3
Cerebral Small Vessel Diseases,C,C10.228.140.300.275,Cerebrovascular Disorders,Brain Diseases,3
Ceremonial Behavior,F,F01.145.813.097,Social Behavior,Behavior,3
Ceremonial Behavior,I,I01.076.201.450.170,Culture,"Anthropology, Cultural",3
Cervical Ripening,G,G08.686.784.769.326.100,"Labor, Obstetric",Pregnancy,3
Chalcone,D,D02.522.818.222.500,Chalcones,Propiophenones,3
Chalcone,D,D03.633.100.150.266.450.221.500,Chalcones,Flavonoids,3
Cheek,A,A01.456.505.173,Face,Head,3
Cheek,A,A14.194,Stomatognathic System,NULL,3
Cheese,G,G07.203.200.500.444,Cultured Milk Products,Fermented Foods and Beverages,3
Cheese,G,G07.203.300.350.300.444,Cultured Milk Products,Dairy Products,3
Cheese,J,J02.500.350.300.444,Cultured Milk Products,Dairy Products,3
Cheese,J,J02.350.500.444,Cultured Milk Products,Fermented Foods and Beverages,3
Chemical Fractionation,E,E05.196.155,"Chemistry Techniques, Analytical",Investigative Techniques,3
Chemical Warfare,I,I01.880.735.950.500.340,Warfare,Warfare and Armed Conflicts,3
"Chemistry, Physical",H,H01.181.529,Chemistry,Natural Science Disciplines,3
Child Protective Services,I,I01.409.418.500,Government Agencies,Government,3
Child Protective Services,N,N03.540.400.500,Government Agencies,Organizations,3
Chimera,B,B05.200,Organism Forms,NULL,3
Chlamydiaceae Infections,C,C01.150.252.400.210,Gram-Negative Bacterial Infections,Bacterial Infections,3
Chlorophyll,D,D03.633.400.909.374,Tetrapyrroles,"Heterocyclic Compounds, 4 or More Rings",3
Chlorophyll,D,D03.383.129.578.840.374,Tetrapyrroles,Pyrroles,3
Chlorophyll,D,D04.345.783.374,Tetrapyrroles,Macrocyclic Compounds,3
Chlorophyll A,D,D04.345.783.374.140,Chlorophyll,Tetrapyrroles,3
Chlorophyll A,D,D03.383.129.578.840.374.140,Chlorophyll,Tetrapyrroles,3
Chlorophyll A,D,D03.633.400.909.374.140,Chlorophyll,Tetrapyrroles,3
Cholangiocarcinoma,C,C04.557.470.200.025.450,Adenocarcinoma,Carcinoma,3
Cholesterol Ester Transfer Proteins,D,D12.776.157.165,Carrier Proteins,Proteins,3
Cholesterol Ester Transfer Proteins,D,D12.776.124.197,Blood Proteins,Proteins,3
Cholesterol Ester Transfer Proteins,D,D12.776.395.199,Glycoproteins,Proteins,3
Cholesterol Ester Transfer Proteins,D,D09.400.430.750,Glycoproteins,Glycoconjugates,3
Cholinergic Antagonists,D,D27.505.696.577.120.200,Cholinergic Agents,Neurotransmitter Agents,3
Cholinergic Antagonists,D,D27.505.519.625.120.200,Cholinergic Agents,Neurotransmitter Agents,3
Chorioamnionitis,C,C13.703.420.339.260,"Fetal Membranes, Premature Rupture",Obstetric Labor Complications,3
Chorioamnionitis,C,C13.703.590.268,Placenta Diseases,Pregnancy Complications,3
Chorioamnionitis,C,C13.703.277.030,Fetal Diseases,Pregnancy Complications,3
Chorioamnionitis,C,C16.300.030,Fetal Diseases,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",3
"Chorionic Gonadotropin, beta Subunit, Human",D,D23.101.175,Biomarkers,Biological Factors,3
"Chorionic Gonadotropin, beta Subunit, Human",D,D23.101.140.325,"Biomarkers, Tumor",Biomarkers,3
"Chorionic Gonadotropin, beta Subunit, Human",D,D12.776.780.400.125,Chorionic Gonadotropin,Pregnancy Proteins,3
"Chorionic Gonadotropin, beta Subunit, Human",D,D12.644.548.726.367.125,Chorionic Gonadotropin,Placental Hormones,3
"Chorionic Gonadotropin, beta Subunit, Human",D,D06.472.699.322.326.125,Chorionic Gonadotropin,Gonadotropins,3
"Chorionic Gonadotropin, beta Subunit, Human",D,D06.472.699.649.367.125,Chorionic Gonadotropin,Placental Hormones,3
"Chromatography, Agarose",E,E05.196.181.400.250.200,"Chromatography, Gel","Chromatography, Liquid",3
Chromoblastomycosis,C,C17.800.838.208.241,Dermatomycoses,"Skin Diseases, Infectious",3
Chromoblastomycosis,C,C01.150.703.302.110,Dermatomycoses,Mycoses,3
Chromoblastomycosis,C,C01.800.200.110,Dermatomycoses,"Skin Diseases, Infectious",3
"Chromosomes, Artificial, Yeast",A,A19.311.800,"Chromosomes, Fungal",Fungal Structures,3
"Chromosomes, Artificial, Yeast",A,A11.284.187.178.200,"Chromosomes, Artificial",Chromosomes,3
